repo_name,repo_link,star_count,domain,build_type,automation_level,environment_specificity,dependency_transparency,tooling_complexity,reproducibility_support
PKUFlyingPig/cs-self-learning,https://github.com/PKUFlyingPig/cs-self-learning,71256,documentation,none,reverse_engineering,cross_platform_generic,implicit,single_layer_tool,repro_ready
Stirling-Tools/Stirling-PDF,https://github.com/Stirling-Tools/Stirling-PDF,74121,web-development,gradle,fully_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,no_ci_manual_only
binary-husky/gpt_academic,https://github.com/binary-husky/gpt_academic,70112,machine-learning,pip,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
Developer-Y/cs-video-courses,https://github.com/Developer-Y/cs-video-courses,70711,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
moby/moby,https://github.com/moby/moby,71464,systems-programming,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
obsproject/obs-studio,https://github.com/obsproject/obs-studio,70317,systems-programming,cmake,semi_automated,cross_platform_generic,implicit,single_layer_tool,repro_ready
pallets/flask,https://github.com/pallets/flask,71148,web-development,pip,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
protocolbuffers/protobuf,https://github.com/protocolbuffers/protobuf,70671,utilities,bazel,semi_automated,cross_platform_generic,implicit,single_layer_tool,repro_ready
grafana/grafana,https://github.com/grafana/grafana,72100,web-development,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,repro_ready
python/cpython,https://github.com/python/cpython,71456,systems-programming,make,semi_automated,cross_platform_generic,implicit,multi_layer_toolchains,repro_ready
hakimel/reveal.js,https://github.com/hakimel/reveal.js,70548,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,repro_ready
caddyserver/caddy,https://github.com/caddyserver/caddy,69786,web-development,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
strapi/strapi,https://github.com/strapi/strapi,71282,web-development,yarn,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
elastic/elasticsearch,https://github.com/elastic/elasticsearch,76042,systems-programming,gradle,manual,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
expressjs/express,https://github.com/expressjs/express,68685,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
Eugeny/tabby,https://github.com/Eugeny/tabby,68842,utilities,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
base/node,https://github.com/base/node,68781,devops,docker,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,repro_ready
nektos/act,https://github.com/nektos/act,68696,devops,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
anthropics/skills,https://github.com/anthropics/skills,68002,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
binhnguyennus/awesome-scalability,https://github.com/binhnguyennus/awesome-scalability,68534,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
fffaraz/awesome-cpp,https://github.com/fffaraz/awesome-cpp,69656,documentation,none,semi_automated,cross_platform_generic,implicit,single_layer_tool,repro_ready
vllm-project/vllm,https://github.com/vllm-project/vllm,70073,machine-learning,pip,semi_automated,custom_hardware_or_drivers,explicit_loose,multi_layer_toolchains,repro_ready
PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,70636,error,error,error,error,error,error,error
github/spec-kit,https://github.com/github/spec-kit,69010,utilities,pip,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
dair-ai/Prompt-Engineering-Guide,https://github.com/dair-ai/Prompt-Engineering-Guide,70239,documentation,none,reverse_engineering,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
MisterBooo/LeetCodeAnimation,https://github.com/MisterBooo/LeetCodeAnimation,76709,error,error,error,error,error,error,error
d2l-ai/d2l-zh,https://github.com/d2l-ai/d2l-zh,75589,education,none,semi_automated,cross_platform_generic,explicit_loose,multi_layer_toolchains,no_ci_manual_only
AppFlowy-IO/AppFlowy,https://github.com/AppFlowy-IO/AppFlowy,68033,mobile-development,cargo,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,repro_ready
prakhar1989/awesome-courses,https://github.com/prakhar1989/awesome-courses,66351,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
hiyouga/LlamaFactory,https://github.com/hiyouga/LlamaFactory,67173,machine-learning,pip,semi_automated,custom_hardware_or_drivers,explicit_machine_readable,single_layer_tool,repro_ready
ansible/ansible,https://github.com/ansible/ansible,67963,devops,pip,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
juliangarnier/anime,https://github.com/juliangarnier/anime,66470,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
chartjs/Chart.js,https://github.com/chartjs/Chart.js,67122,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,repro_ready
TheAlgorithms/Java,https://github.com/TheAlgorithms/Java,65013,education,maven,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
leonardomso/33-js-concepts,https://github.com/leonardomso/33-js-concepts,66248,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
OpenHands/OpenHands,https://github.com/OpenHands/OpenHands,67753,machine-learning,poetry,semi_automated,cross_platform_generic,implicit,mixed_languages_and_bindings,repro_ready
webpack/webpack,https://github.com/webpack/webpack,65946,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
lydiahallie/javascript-questions,https://github.com/lydiahallie/javascript-questions,65263,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
anthropics/claude-code,https://github.com/anthropics/claude-code,66102,utilities,npm,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
bradtraversy/design-resources-for-developers,https://github.com/bradtraversy/design-resources-for-developers,64800,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
kdn251/interviews,https://github.com/kdn251/interviews,64856,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
sindresorhus/awesome-nodejs,https://github.com/sindresorhus/awesome-nodejs,64951,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
apache/echarts,https://github.com/apache/echarts,65687,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
xtekky/gpt4free,https://github.com/xtekky/gpt4free,65725,machine-learning,pip,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
scikit-learn/scikit-learn,https://github.com/scikit-learn/scikit-learn,64992,machine-learning,setuptools,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
FoundationAgents/MetaGPT,https://github.com/FoundationAgents/MetaGPT,64121,machine-learning,poetry,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
openai/openai-cookbook,https://github.com/openai/openai-cookbook,71419,error,error,error,error,error,error,error
chrislgarry/Apollo-11,https://github.com/chrislgarry/Apollo-11,64574,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
labmlai/annotated_deep_learning_paper_implementations,https://github.com/labmlai/annotated_deep_learning_paper_implementations,65723,machine-learning,pip,manual,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
alacritty/alacritty,https://github.com/alacritty/alacritty,62377,systems-programming,cargo,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
socketio/socket.io,https://github.com/socketio/socket.io,62865,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
kelseyhightower/nocode,https://github.com/kelseyhightower/nocode,64700,documentation,none,reverse_engineering,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
resume/resume.github.com,https://github.com/resume/resume.github.com,62791,web-development,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
keras-team/keras,https://github.com/keras-team/keras,63763,machine-learning,pip,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
tldr-pages/tldr,https://github.com/tldr-pages/tldr,61204,documentation,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
swiftlang/swift,https://github.com/swiftlang/swift,69666,error,error,error,error,error,error,error
danielmiessler/SecLists,https://github.com/danielmiessler/SecLists,68762,error,error,error,error,error,error,error
gorhill/uBlock,https://github.com/gorhill/uBlock,61452,security,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
facebook/docusaurus,https://github.com/facebook/docusaurus,63756,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
localstack/localstack,https://github.com/localstack/localstack,64341,devops,pip,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,repro_ready
traefik/traefik,https://github.com/traefik/traefik,61581,devops,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
apache/superset,https://github.com/apache/superset,70509,data-science,pip,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,repro_ready
FuelLabs/sway,https://github.com/FuelLabs/sway,61962,systems-programming,cargo,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
prometheus/prometheus,https://github.com/prometheus/prometheus,62654,devops,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
openinterpreter/open-interpreter,https://github.com/openinterpreter/open-interpreter,62117,utilities,poetry,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
toeverything/AFFiNE,https://github.com/toeverything/AFFiNE,62753,web-development,cargo,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,repro_ready
reduxjs/redux,https://github.com/reduxjs/redux,61447,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
rust-lang/rustlings,https://github.com/rust-lang/rustlings,61775,education,cargo,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
h5bp/Front-end-Developer-Interview-Questions,https://github.com/h5bp/Front-end-Developer-Interview-Questions,60793,documentation,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
minio/minio,https://github.com/minio/minio,60190,documentation,go-mod,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
adam-p/markdown-here,https://github.com/adam-p/markdown-here,60133,utilities,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
xingshaocheng/architect-awesome,https://github.com/xingshaocheng/architect-awesome,60829,documentation,none,reverse_engineering,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
youngyangyang04/leetcode-master,https://github.com/youngyangyang04/leetcode-master,60309,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
TapXWorld/ChinaTextbook,https://github.com/TapXWorld/ChinaTextbook,65012,error,error,error,error,error,error,error
jquery/jquery,https://github.com/jquery/jquery,59843,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,repro_ready
jgraph/drawio-desktop,https://github.com/jgraph/drawio-desktop,59410,utilities,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
lodash/lodash,https://github.com/lodash/lodash,61610,utilities,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
